,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,rolloff-mean,rolloff-var,bandwidth-mean,bandwidth-var,centroid-mean,centroid-var,rms-mean,rms-var,harmonic-mean,harmonic-var,percpt-mean,percpt-var,zeroCross-mean,zeroCross-var,mel-mean,mel-var,chroma-mean,chroma-var,mfcc1-mean,mfcc1-var,mfcc2-mean,mfcc2-var,mfcc3-mean,mfcc3-var,mfcc4-mean,mfcc4-var,mfcc5-mean,mfcc5-var,mfcc6-mean,mfcc6-var,mfcc7-mean,mfcc7-var,mfcc8-mean,mfcc8-var,mfcc9-mean,mfcc9-var,mfcc10-mean,mfcc10-var,mfcc11-mean,mfcc11-var,mfcc12-mean,mfcc12-var,mfcc13-mean,mfcc13-var,mfcc14-mean,mfcc14-var,mfcc15-mean,mfcc15-var,mfcc16-mean,mfcc16-var,mfcc17-mean,mfcc17-var,mfcc18-mean,mfcc18-var,mfcc19-mean,mfcc19-var,mfcc20-mean,mfcc20-var
574,Ray J,One Wish,337640,False,2005,62,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,"hip hop, pop, R&B",5453.454523706584,2551788.5303681805,2533.2556824566805,173257.23612767764,2446.5695355837206,745472.2196783343,0.2255488485097885,0.007031222339719534,2.3673055693507195e-05,0.03364802896976471,0.0001838552561821416,0.012771543115377426,0.09814739229024944,0.08851448167687333,12.926373481750488,10430.7099609375,0.3727337419986725,0.09553791582584381,-85.59950256347656,3223.19873046875,81.65081024169922,995.1985473632812,19.97932243347168,652.69580078125,38.089134216308594,524.28857421875,-12.526459693908691,274.1260986328125,14.641807556152344,192.28903198242188,-12.841065406799316,158.70452880859375,16.987123489379883,172.3931884765625,-16.397716522216797,152.10763549804688,15.788153648376465,171.19137573242188,-0.6777324676513672,153.04690551757812,3.759087324142456,117.25190734863281,-5.697763919830322,132.5126190185547,7.830174922943115,137.9080810546875,-5.616328716278076,138.4436798095703,9.063887596130371,172.21029663085938,-4.070319175720215,170.56407165527344,4.733402252197266,176.5575408935547,-3.320159912109375,243.9716796875,10.885165214538574,224.77001953125
575,Papa Roach,Scars,208199,False,2004,60,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,"rock, metal",5900.84765171488,624093.7459692926,2584.551574431308,48992.84243419907,2884.7458714700606,222350.65999506973,0.1899796426296234,0.0010724710300564766,2.0236427644704236e-06,0.016911137849092484,-0.00016581710951868445,0.007981502451002598,0.15105215419501133,0.1282354009080578,7.66385555267334,1402.826904296875,0.43253758549690247,0.08481250703334808,-10.950274467468262,453.7062072753906,71.28598022460938,238.4430694580078,-8.804610252380371,148.95635986328125,38.266597747802734,108.83447265625,-7.8799614906311035,109.83502960205078,20.98668098449707,45.18593215942383,-4.936835765838623,78.24724578857422,12.293691635131836,59.90669250488281,-4.37624454498291,56.04838562011719,12.068886756896973,46.68171310424805,-6.799393653869629,46.89057540893555,8.220895767211914,44.39674377441406,-4.463006496429443,45.83086395263672,4.498339653015137,46.71782684326172,-6.746136665344238,40.30221939086914,8.106703758239746,40.21431350708008,-10.543609619140625,36.4672737121582,3.698622465133667,37.256282806396484,-6.839354038238525,38.80091094970703,2.5771689414978027,38.062469482421875
576,Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,False,2006,71,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,rock,5040.861185268721,1076824.0476313469,2378.9610793751613,81646.17415806213,2339.8023795307686,283374.5204919213,0.19951806962490082,0.001547699561342597,-6.076097633922473e-06,0.016135109588503838,0.00017897346697282046,0.011485133320093155,0.11573544973544973,0.10234075540998291,8.88481330871582,1352.6998291015625,0.4470100402832031,0.07926318049430847,-21.607349395751953,1240.7464599609375,95.58436584472656,438.5432434082031,-12.697540283203125,174.4373321533203,31.65248680114746,115.8534164428711,-4.459953308105469,122.11766815185547,23.79829216003418,74.0338134765625,-11.814875602722168,60.742515563964844,10.15649700164795,39.325294494628906,-2.9376819133758545,43.349693298339844,12.544665336608887,37.811546325683594,-3.9028003215789795,37.156105041503906,5.161624908447266,37.36932373046875,-7.099920749664307,33.889251708984375,7.049771308898926,35.18612289428711,-6.443125247955322,37.834678649902344,5.3248515129089355,37.32303237915039,-10.529885292053223,30.506227493286133,3.5867624282836914,30.773422241210938,-7.276124477386475,30.101903915405273,1.524502158164978,32.54844665527344
577,Shayne Ward,That's My Goal,219600,False,2006,1,0.286,0.508,2,-5.966,1,0.0336,0.372,0.0,0.27,0.14,68.637,pop,4022.0423459268577,2685230.65212371,2163.297045813294,261043.1055330881,1839.4067497949213,448664.58094778797,0.16543534398078918,0.0038317039143294096,-1.0420911848996184e-06,0.021668823435902596,2.5690409529488534e-05,0.002881065709516406,0.08084580498866213,0.07430976080439733,6.84057092666626,1030.982421875,0.3043464422225952,0.08088648319244385,-99.61721801757812,6029.234375,119.02412414550781,1053.9144287109375,-1.200033187866211,233.35487365722656,25.85981559753418,134.27450561523438,7.018426418304443,294.5286865234375,12.951277732849121,105.44671630859375,-10.928683280944824,124.70213317871094,13.408233642578125,104.19175720214844,-11.168933868408203,114.24634552001953,6.474209308624268,72.83211517333984,-4.666913032531738,83.97290802001953,1.9752905368804932,89.75096893310547,-9.497122764587402,66.7266616821289,4.664577960968018,58.59611892700195,-9.373979568481445,74.06041717529297,7.403653621673584,60.32696533203125,-14.58474349975586,76.2686767578125,1.2725366353988647,71.40615844726562,-3.7165677547454834,73.71676635742188,0.2814304232597351,66.70965576171875
579,Kaiser Chiefs,I Predict A Riot,233186,False,2005,63,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,rock,5114.823238030307,1538533.8638743635,2402.98455888424,115147.78293063918,2460.861042982517,359413.8494451985,0.2938070297241211,0.0022385448683053255,2.0141626009717584e-05,0.04509138688445091,-0.00017525545263197273,0.017651846632361412,0.12713227513227512,0.11096965975196665,18.25628089904785,5017.1630859375,0.385150671005249,0.08132684975862503,22.411348342895508,770.2763671875,90.17401885986328,406.84442138671875,-19.663089752197266,244.19447326660156,29.35987091064453,123.31818389892578,0.09655265510082245,77.47377014160156,15.787239074707031,51.55023193359375,-5.061122417449951,56.98638153076172,14.023337364196777,58.51424789428711,-8.326425552368164,43.875022888183594,11.315958976745605,68.37747192382812,-3.0561935901641846,58.04832458496094,3.8500750064849854,46.72687530517578,-5.752387523651123,36.763267517089844,5.792462348937988,36.95161819458008,-4.546303749084473,36.85886764526367,6.782160758972168,34.77862548828125,-9.473175048828125,33.49773406982422,3.8258817195892334,31.62502670288086,-10.490863800048828,37.39280319213867,4.1715264320373535,45.98680877685547
580,Usher,Caught Up,224640,False,2004,61,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,"hip hop, pop, R&B",5633.7659333881575,2561635.770739795,2529.483024064014,152889.9752861171,2747.3649799099207,877019.5607581274,0.10856729745864868,0.0031137175392359495,-1.6658574395478354e-06,0.008656622841954231,3.639303395175375e-05,0.0039886548183858395,0.12293499622071051,0.10782198292492444,3.2716853618621826,824.7568969726562,0.3937963843345642,0.10055676102638245,-145.2672882080078,5187.83837890625,60.39616394042969,1354.9932861328125,-11.406905174255371,685.2313232421875,23.973552703857422,456.4189147949219,-4.869223594665527,354.4419860839844,10.787008285522461,219.45870971679688,-4.429228782653809,217.291748046875,12.465790748596191,140.16090393066406,-10.896220207214355,170.6707305908203,8.046503067016602,152.5299072265625,-1.2299758195877075,120.38484191894531,3.2569515705108643,131.8435516357422,-5.709656238555908,115.29844665527344,2.8737902641296387,82.64803314208984,-7.372405052185059,79.61070251464844,3.6866695880889893,95.32347869873047,-12.529839515686035,101.6565170288086,3.1857566833496094,105.9127426147461,-9.577373504638672,124.5910415649414,1.7716230154037476,172.3704071044922
581,Kelly Clarkson,Because of You,219493,False,2004,71,0.587,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.92,"pop, R&B",4662.150975277549,2547893.4058082267,2483.5175794761894,160440.4113684497,2210.28900509078,436766.3312372415,0.1533200740814209,0.003728404175490141,-1.2199324373796117e-05,0.01610955409705639,-0.00013189660967327654,0.005057895556092262,0.09123280423280423,0.08290937966462307,5.998305797576904,1418.5733642578125,0.3150237798690796,0.08976426720619202,-101.59283447265625,4379.79541015625,97.67293548583984,569.876953125,-2.362208843231201,315.9652099609375,21.73459815979004,208.43527221679688,8.383283615112305,159.73902893066406,4.589276313781738,165.63157653808594,5.419991970062256,106.60191345214844,3.2388322353363037,101.21910095214844,-8.106974601745605,89.31402587890625,10.198382377624512,150.67059326171875,-14.974201202392578,92.5596694946289,5.088160037994385,55.29437255859375,-13.098128318786621,60.11030197143555,1.3668642044067383,82.67733001708984,-8.368782043457031,80.73084259033203,3.263618230819702,78.31388092041016,-3.7410824298858643,82.26165008544922,11.172937393188477,118.4033203125,-7.150655269622803,113.29991149902344,2.5233452320098877,92.23937225341797
582,3 Doors Down,Let Me Go,243053,False,2012,52,0.478,0.863,1,-4.914,0,0.0387,0.0181,0.0,0.111,0.491,92.004,"pop, rock, metal",4648.571890721749,1238176.783839049,2284.6856534588237,98481.89992585576,2172.589073150988,356600.5528852743,0.155901238322258,0.0015869314083829522,0.01148182712495327,0.01207917183637619,0.007129992824047804,0.005697763524949551,0.10247316704459562,0.09197241708044605,5.498475074768066,741.5452880859375,0.42354249954223633,0.07793784141540527,-72.72281646728516,3435.023681640625,93.09230041503906,488.2897644042969,-6.950081825256348,382.977783203125,51.47650146484375,220.41921997070312,-0.526073157787323,133.1819610595703,20.187618255615234,93.87785339355469,-4.618588447570801,126.86681365966797,10.231826782226562,85.63719940185547,-3.4967310428619385,72.90276336669922,7.396547317504883,70.82453918457031,-4.253226280212402,78.62224578857422,10.584152221679688,70.70247650146484,-4.631541728973389,60.796573638916016,0.42907392978668213,74.49663543701172,-7.192777156829834,62.68878936767578,8.546971321105957,58.15532302856445,-9.824663162231445,66.28578186035156,2.846334934234619,54.928199768066406,-5.005640029907227,47.92540740966797,0.9587043523788452,57.90876388549805
583,Nickelback,Photograph,258920,False,2005,67,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,"rock, metal",6048.942589538386,949265.0445184417,2684.889473280063,68045.06107791183,2857.545733608845,385280.05086146947,0.17181183397769928,0.0013355085393413901,1.3351191228139214e-06,0.01757059060037136,-0.00015471353253815323,0.004945818334817886,0.13054421768707483,0.11350242491554448,6.39048957824707,989.4920654296875,0.45554184913635254,0.0771946907043457,-45.9881477355957,2177.48193359375,65.04257202148438,347.8627014160156,0.3521271347999573,390.0782775878906,41.6745719909668,170.47210693359375,5.509497165679932,141.8085479736328,24.003700256347656,108.9074935913086,-1.8182870149612427,125.041259765625,16.222387313842773,66.47035217285156,-7.230594158172607,93.6171646118164,9.780851364135742,61.32981872558594,-3.5248661041259766,68.38630676269531,8.422340393066406,51.211204528808594,-8.749749183654785,68.48805236816406,4.613047122955322,47.94659423828125,-6.7753496170043945,44.011634826660156,2.2915444374084473,43.190643310546875,-12.495100975036621,56.73971939086914,2.816319227218628,48.22978973388672,-5.41279935836792,49.11015701293945,1.752200722694397,44.69657897949219
584,T-Pain,I'm Sprung,231040,False,2005,0,0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,"hip hop, pop, R&B",3995.571672658064,4333928.518284078,2245.0043996873515,276682.7666292326,1861.1682184250974,785852.7264417029,0.1777496635913849,0.014210706576704979,-1.096357937058201e-05,0.03560011088848114,8.29536365927197e-05,0.005572071764618158,0.061177626606198035,0.05743492460903063,10.637802124023438,15952.6611328125,0.40052521228790283,0.09905435889959335,-157.5736541748047,7672.86865234375,95.33829498291016,1355.1253662109375,11.06141471862793,764.4163208007812,22.197463989257812,522.90966796875,-0.7881850600242615,436.5205078125,15.204915046691895,198.8720703125,1.1648221015930176,178.3497314453125,7.860519886016846,230.24310302734375,-15.37860107421875,264.4610900878906,3.429617166519165,181.6246337890625,-7.632514476776123,171.2764892578125,3.9583218097686768,141.14599609375,-6.21370267868042,115.89904022216797,0.9431775212287903,120.90230560302734,-4.718291759490967,112.60321044921875,-0.7266099452972412,130.69358825683594,-5.120256423950195,99.35137939453125,6.1855034828186035,122.07401275634766,-1.8641021251678467,128.2707061767578,10.460884094238281,150.97640991210938
585,Destiny's Child,Cater 2 U,245400,False,2004,58,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,"pop, R&B",5299.422121786111,3248953.5445753215,2552.5769220426364,237659.68228714966,2442.880633512757,820563.9500824772,0.20336535573005676,0.009399358183145523,3.8901845982763916e-05,0.02301083505153656,-7.792188262101263e-05,0.013967637903988361,0.10103250188964474,0.09082493545156374,11.35987663269043,11537.609375,0.41303128004074097,0.09426834434270859,-84.81291961669922,2986.504638671875,85.87722778320312,1056.516845703125,10.53669548034668,660.0084228515625,33.54484558105469,350.6961669921875,-4.040668487548828,218.91998291015625,8.000151634216309,295.1669921875,3.189471960067749,207.77674865722656,2.7146546840667725,198.33840942382812,0.4773409366607666,134.3212432861328,16.6851863861084,148.72637939453125,-8.872522354125977,109.10712432861328,12.256789207458496,88.08606719970703,-9.425440788269043,111.86286926269531,9.288552284240723,80.1311264038086,-6.854504108428955,94.339599609375,5.9260172843933105,104.56109619140625,-1.3931225538253784,106.4893569946289,5.953980445861816,99.73755645751953,-1.302514672279358,105.03532409667969,6.520831108093262,104.85627746582031
586,The Pussycat Dolls,Stickwitu,207506,False,2005,67,0.548,0.554,9,-6.408,1,0.0587,0.283,0.0,0.0708,0.382,79.918,"pop, R&B",5935.6599412097285,2814398.2787336926,2780.3832453662767,137704.72358933138,2521.405859969741,792239.1750471074,0.23333725333213806,0.004116271156817675,3.769152954191668e-06,0.038432322442531586,2.7402918931329623e-05,0.00939637515693903,0.09030763416477702,0.08215216537633781,13.13219165802002,6260.31201171875,0.3079935610294342,0.09418221563100815,-76.16801452636719,4063.866455078125,78.65234375,826.367919921875,21.180360794067383,585.8828125,28.339305877685547,467.2127990722656,6.501897811889648,214.0391082763672,8.394317626953125,257.36456298828125,-3.6453604698181152,135.49984741210938,8.129012107849121,143.59033203125,-10.609243392944336,140.78604125976562,7.886948585510254,104.95110321044922,-19.167226791381836,126.61445617675781,0.5817634463310242,79.95410919189453,-8.330364227294922,104.00007629394531,7.110274314880371,131.1273651123047,-2.6523778438568115,103.0133285522461,12.343809127807617,137.06900024414062,-5.207407474517822,148.7790069580078,8.630157470703125,99.23499298095703,-4.877085208892822,86.56698608398438,3.9262280464172363,102.0429458618164
587,Ryan Cabrera,True,204173,False,2004,62,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,pop,4845.887364248742,3598497.4739579293,2479.6204650745235,172626.01421951276,2339.8082157623753,973806.0640409858,0.15541605651378632,0.00241820584051311,-3.875236416206462e-06,0.01960689201951027,-5.2568661885743495e-06,0.0027892724610865116,0.110713529856387,0.09845604416312592,5.730540752410889,859.7452392578125,0.30020636320114136,0.08740972727537155,-102.8094253540039,1855.68017578125,92.20520782470703,1140.3419189453125,-1.2608861923217773,370.4399719238281,17.73325538635254,269.9080505371094,8.780318260192871,258.7860412597656,3.096219062805176,198.24244689941406,-1.8416115045547485,137.9923553466797,7.699540615081787,99.02484893798828,-17.35036277770996,144.873046875,10.871559143066406,134.65003967285156,-14.611576080322266,82.91476440429688,0.6566768884658813,109.5860595703125,-8.547065734863281,94.99898529052734,2.078577995300293,70.50211334228516,-14.751935005187988,92.48342895507812,1.038516640663147,84.15707397460938,-15.060988426208496,109.49656677246094,8.03429126739502,95.3320083618164,-9.166952133178711,94.90164184570312,-1.8635214567184448,93.34654235839844
588,Stereophonics,Dakota,297426,False,2005,69,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,"rock, pop",4745.512971198965,893697.0889920397,2268.347853290333,109594.68483979622,2350.572649028251,211713.29378973917,0.27298879623413086,0.0047881100326776505,-4.485066256165737e-06,0.04381708428263664,5.553171649808064e-05,0.01472053024917841,0.12414134542705971,0.10873027178261918,15.718729019165039,4722.42236328125,0.39719223976135254,0.07734660059213638,0.12275247275829315,2393.605224609375,89.95559692382812,441.71063232421875,-24.433874130249023,576.94775390625,37.33264923095703,120.52498626708984,-5.684636116027832,73.99150085449219,11.07457447052002,79.26752471923828,-4.296502113342285,86.2226333618164,7.151666641235352,59.27164077758789,-5.059047222137451,79.28790283203125,5.188046932220459,66.28587341308594,-11.62399673461914,50.82024002075195,9.909611701965332,59.90538024902344,-4.215023517608643,44.47410583496094,8.526357650756836,48.054168701171875,-3.710594415664673,48.7049674987793,5.023754119873047,52.22962188720703,-9.01017951965332,48.25697326660156,5.116657733917236,43.489227294921875,-5.9729132652282715,45.2204475402832,1.3457661867141724,44.37130355834961
590,Nelly,Over And Over,253933,True,2004,61,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,"hip hop, pop, R&B",5384.013276941636,4917729.728347303,2676.0600369535005,286370.320350848,2316.335372879464,1119262.488000588,0.0926160216331482,0.002070849994197488,-5.173724275664426e-06,0.006473980378359556,7.878268661443144e-05,0.0016034288564696908,0.07983824640967498,0.07346410081990302,2.463059663772583,686.044189453125,0.43043816089630127,0.09296220541000366,-191.694580078125,3088.606201171875,84.84453582763672,1365.440185546875,29.211341857910156,360.5325012207031,39.87241744995117,295.1776428222656,23.37807846069336,215.37008666992188,18.84029769897461,167.69207763671875,-6.549860000610352,123.78495025634766,19.517789840698242,91.58467102050781,-5.083912372589111,89.703857421875,11.04015827178955,97.08407592773438,-4.028388500213623,72.8345947265625,6.225677490234375,66.13426971435547,-8.019821166992188,66.75322723388672,4.70413875579834,92.86119079589844,-1.1083793640136719,51.79319763183594,7.315929889678955,60.43546676635742,-1.9919153451919556,58.2419319152832,7.9604620933532715,47.681121826171875,-4.407248020172119,55.064022064208984,5.680575847625732,46.62998962402344
591,Coldplay,Speed of Sound,287906,False,2005,69,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop",3202.4681351133177,2104711.277214498,1826.1968837026197,228409.48423595223,1536.165192932762,329146.1669096198,0.24216727912425995,0.003050183178856969,-1.689127202553209e-06,0.03266771510243416,1.178722595795989e-05,0.01232139952480793,0.06971277399848828,0.06485290313992398,14.083683967590332,4863.29052734375,0.3640380799770355,0.08197217434644699,-64.84423065185547,2005.1788330078125,138.35470581054688,1117.7684326171875,-15.448270797729492,441.3522033691406,31.834882736206055,150.5443878173828,-3.0087108612060547,102.9873046875,20.936256408691406,96.71971893310547,-7.169468402862549,82.02299499511719,12.975242614746094,72.06855010986328,-7.477178573608398,62.01015853881836,10.279340744018555,45.28317642211914,0.42482230067253113,75.95378112792969,3.789222002029419,59.723670959472656,-6.948609352111816,70.26498413085938,-1.9815858602523804,50.057769775390625,-5.171285629272461,53.1380615234375,4.011268138885498,50.89393997192383,-5.364524841308594,59.234283447265625,2.655341386795044,41.202091217041016,-6.287845611572266,47.53083801269531,-1.6940510272979736,49.19953536987305
592,KT Tunstall,Suddenly I See,201706,False,2005,71,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,"World/Traditional, pop, Folk/Acoustic",5046.519484387094,1932826.1720806852,2468.830132502177,147566.4011664112,2277.2907142184854,395241.75227393734,0.261993408203125,0.005834735929965973,-3.6797703160118544e-06,0.04546777904033661,-0.0001605967991054058,0.008688815869390965,0.091562358276644,0.08317869282346349,16.664642333984375,13557.576171875,0.36945584416389465,0.0842922031879425,-27.631446838378906,1359.3892822265625,94.33271789550781,433.32513427734375,-0.6741586923599243,254.1328887939453,34.43148422241211,113.10125732421875,-1.0622917413711548,83.92621612548828,10.409870147705078,103.9216079711914,-7.71124267578125,63.905391693115234,11.111952781677246,46.5709228515625,-9.650955200195312,47.65890121459961,10.86347484588623,42.63899612426758,-10.003743171691895,38.138301849365234,4.323474407196045,45.34086990356445,-10.709060668945312,42.01958084106445,3.1830027103424072,40.5633544921875,-10.139991760253906,37.195777893066406,-0.25703689455986023,51.127418518066406,-12.586565971374512,52.44649124145508,-1.591486930847168,38.21824645996094,-7.878052711486816,56.35218048095703,0.5423058867454529,59.48162841796875
593,Destiny's Child,Girl,224146,False,2004,55,0.567,0.747,6,-6.019,0,0.105,0.31,0.0,0.04,0.556,89.036,"pop, R&B",5192.789433246057,1935032.5467688402,2495.287343264317,167041.85441044034,2451.6713239251567,463264.7940100993,0.1893911510705948,0.007121101021766663,-5.9881858760491014e-05,0.013490669429302216,0.00022020554752089083,0.01702532358467579,0.11752532123960695,0.10371312010713421,9.334949493408203,6012.341796875,0.3543512225151062,0.09966903179883957,-65.68008422851562,1717.607177734375,84.95382690429688,505.44757080078125,-0.028530817478895187,446.31976318359375,36.249656677246094,232.654296875,-4.083270072937012,217.07962036132812,11.83837604522705,197.74740600585938,7.865657806396484,139.1196746826172,6.451834201812744,122.39996337890625,0.7202622294425964,110.62378692626953,11.0917329788208,144.82229614257812,-12.29069995880127,96.1527328491211,7.405300617218018,87.54444122314453,-9.920307159423828,96.2050552368164,3.720329999923706,97.37323760986328,-7.240757465362549,100.44084167480469,4.7223944664001465,97.81446075439453,-4.19960880279541,91.24270629882812,3.667722225189209,140.745361328125,-9.277892112731934,122.98270416259766,3.6157796382904053,110.6500473022461
594,Kelly Clarkson,Since U Been Gone,188960,False,2004,71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B",4465.64799683751,2666430.89135856,2339.2066795203787,233249.3727905253,2130.342556094164,555519.6430695121,0.05680425092577934,0.00013987721467856318,-5.245664738140476e-07,0.0021658900659531355,1.3256710190034937e-05,0.0006183604709804058,0.08125245653817083,0.07465049484468353,0.7370094060897827,19.6572322845459,0.4019525349140167,0.09050123393535614,-202.66091918945312,4290.8984375,95.7127685546875,1254.38037109375,-9.80918025970459,427.25653076171875,33.275421142578125,161.82933044433594,11.077980995178223,144.9888916015625,11.111261367797852,183.54049682617188,5.745199680328369,113.68572235107422,9.074952125549316,117.71659851074219,-0.9964994788169861,70.90518951416016,10.427262306213379,62.60769271850586,-8.12696361541748,59.75228500366211,8.16122055053711,61.67142105102539,-7.83306360244751,89.70916748046875,4.033244609832764,101.61898040771484,-4.566710948944092,55.67412567138672,6.519003868103027,63.95576095581055,-5.038933277130127,69.19984436035156,7.775758743286133,75.74398040771484,-5.3435564041137695,86.2508316040039,8.623733520507812,75.3592529296875
595,U2,Sometimes You Can't Make It On Your Own,305080,False,2004,56,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96.0,"World/Traditional, rock",3055.923187917231,2076142.647664648,1898.3618315856415,188020.14178734182,1411.3677919788042,367161.8552832144,0.2706027030944824,0.00863543339073658,-9.460301043873187e-06,0.06675916910171509,-0.00012733707262668759,0.004856995772570372,0.04255857898715042,0.04074734634174489,18.979494094848633,20422.51171875,0.38022273778915405,0.0959201231598854,-108.87936401367188,4816.9541015625,122.10497283935547,764.2545776367188,2.0549185276031494,500.7840576171875,46.407310485839844,171.3955841064453,4.552358150482178,148.08399963378906,18.015810012817383,111.71112823486328,1.9206217527389526,98.39791870117188,11.234373092651367,73.44318389892578,0.47150182723999023,70.50590515136719,11.894469261169434,78.269775390625,-3.034318447113037,72.35726928710938,6.454063892364502,70.14583587646484,-3.5371992588043213,52.14989471435547,4.28958797454834,63.143714904785156,0.19107204675674438,59.190040588378906,3.085085153579712,49.83601760864258,-5.362346172332764,58.977256774902344,5.83748197555542,77.91191864013672,-6.875408172607422,59.12206268310547,-4.0865068435668945,67.1187744140625
596,The All-American Rejects,Dirty Little Secret,193653,False,2005,65,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop",4714.625657970322,1213405.424789521,2330.014290131937,102151.15460719565,2261.1492822050836,217121.381730978,0.20757664740085602,0.0010922159999608994,-8.192761811187665e-07,0.024700162932276726,-1.2188723303552251e-05,0.007673441898077726,0.1027739984882842,0.09221150372301438,9.54874324798584,1892.22265625,0.3761368989944458,0.08488819748163223,-27.33771514892578,993.6892700195312,95.1669692993164,322.7361755371094,-17.932083129882812,199.92633056640625,33.987422943115234,105.47005462646484,0.09034913033246994,89.10356903076172,14.394952774047852,63.97545623779297,-0.5536423325538635,62.95724105834961,12.916258811950684,44.38563919067383,-3.959378957748413,50.28840255737305,12.644201278686523,53.67204284667969,-4.53672981262207,40.80854797363281,8.892714500427246,37.03780746459961,-7.1589765548706055,37.2826042175293,6.285984039306641,37.480125427246094,-6.047287464141846,44.56410217285156,4.985470771789551,36.209716796875,-8.15711498260498,46.890953063964844,4.802173137664795,38.60187530517578,-8.311243057250977,46.22062301635742,6.302680492401123,53.84143829345703
597,Toby Keith,As Good As I Once Was,227840,False,2005,67,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,country,5227.718388702109,2207396.2920502983,2451.4092629933334,141043.63453898684,2554.4864279032654,531074.3637992485,0.2331015020608902,0.002093347953632474,-3.494933480396867e-06,0.030568230897188187,-0.0004114714392926544,0.010048807598650455,0.12964399092970522,0.11283642654552371,11.331236839294434,3046.959228515625,0.4369370937347412,0.07639823853969574,-17.956226348876953,1894.1644287109375,81.06133270263672,725.863037109375,-13.256841659545898,380.5360412597656,38.616703033447266,159.16053771972656,11.01518440246582,240.1489715576172,14.298017501831055,143.25428771972656,-8.068129539489746,99.69612884521484,11.818615913391113,63.09486389160156,-10.360265731811523,83.8262939453125,13.097323417663574,75.90522003173828,-4.601644515991211,72.58060455322266,6.362836837768555,57.42680740356445,-5.175388336181641,50.306575775146484,5.015295028686523,53.914859771728516,-5.685316562652588,45.000423431396484,7.854189872741699,37.32299041748047,-5.467973709106445,47.53260803222656,4.224973678588867,52.493125915527344,-5.9950666427612305,37.79505920410156,2.6725094318389893,43.344051361083984
598,Gwen Stefani,Cool,189333,False,2004,59,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,"pop, R&B",5576.732944925503,1571033.2166855892,2584.774440394467,102690.2994392979,2626.0635422711057,463054.9343377582,0.3640266954898834,0.007323353085666895,3.951394774048822e-06,0.08187832683324814,0.00031833830871619284,0.02425796166062355,0.11549281934996221,0.10215422802855917,30.22126579284668,26797.158203125,0.32936719059944153,0.09307455271482468,21.284204483032227,2089.869873046875,78.21073150634766,524.5029907226562,-3.8137078285217285,301.7979431152344,33.80101776123047,175.45895385742188,-3.9703917503356934,108.10962677001953,13.683516502380371,114.13675689697266,0.7246266603469849,85.67140197753906,11.820318222045898,79.34284210205078,-5.252718448638916,68.3917007446289,9.084390640258789,102.10404205322266,-6.210594177246094,77.8903579711914,9.627836227416992,62.52394104003906,-5.600978374481201,47.990760803222656,5.729910373687744,48.29128646850586,-9.615398406982422,48.794960021972656,4.145424842834473,49.569583892822266,-7.2813005447387695,65.61457824707031,5.450558662414551,75.5669174194336,-6.530017375946045,84.46598052978516,5.334148406982422,108.2696533203125
